Date,US dollar (USD),Euro (EUR),Japanese yen (JPY),Pound sterling (GBP),Canadian dollar (CAD),Swiss franc (CHF),Indian rupee (INR),Chinese renmimbi (CNY),Turkish lira (TRY),Saudi riyal (SAR),Indonesian rupiah (IDR),UAE dirham (AED),Thai baht THB),Vietnamese dong (VND),Egyptian pound (EGP),Korean won (KRW),Russian ruble (RUB),South African rand (ZAR),Australian dollar (AUD)
1990-12-31,386.2,265.67,53028.15,200.1,453.8,498.37,6948.86,2039.2,1.12,1454.87,743695.75,1424.98,9633.19,2543477.37,1116.78,279605.73,0.0,1000.25,506.48
1991-01-31,366.0,251.05,48101.57,186.26,425.98,460.06,6810.58,1903.03,1.11,1369.47,697763.29,1341.72,9167.7,2486522.0,1069.76,262751.88,0.0,930.03,467.79
1991-02-28,362.7,256.11,48220.78,189.85,417.47,480.78,6917.02,1927.77,1.21,1365.46,708074.75,1337.41,9141.06,2662609.11,1106.8,263600.63,0.0,931.1,462.65
1991-03-29,355.65,279.75,50208.24,204.51,411.28,517.42,6942.23,1914.91,1.32,1328.83,703234.38,1301.36,9121.33,2652360.88,1191.99,258393.48,0.0,971.85,457.7
1991-04-30,357.75,282.52,48765.23,207.51,412.06,518.26,7226.59,1853.68,1.39,1318.17,677328.21,1290.77,9147.11,2746716.8,1149.61,255187.39,0.0,992.26,456.21
1991-05-31,360.4,288.89,49902.39,212.12,412.79,534.02,7527.25,1959.4,1.48,1358.45,712877.58,1330.18,9212.58,2916526.17,1215.48,262950.01,0.0,1023.97,477.49
1991-06-28,368.35,308.46,50793.19,227.52,420.91,573.91,7785.63,1993.46,1.6,1389.15,720143.95,1360.32,9469.26,3050151.15,1185.25,269465.57,0.0,1063.87,480.45
1991-07-31,362.85,292.89,49851.52,215.34,418.52,553.43,9347.97,1926.96,1.6,1359.23,709925.49,1331.02,9313.51,3199789.08,1211.92,261978.89,0.0,1040.79,466.54
1991-08-30,347.4,280.79,47532.41,206.66,396.17,530.61,8953.66,1875.94,1.61,1305.63,687789.87,1278.46,8958.82,3144969.14,1151.77,255223.2,0.0,1002.05,441.74
1991-09-30,354.9,273.61,47120.95,202.45,401.16,514.23,9120.51,1889.56,1.65,1335.99,698068.28,1303.39,9039.53,3739925.1,1174.23,262333.61,0.0,993.34,442.97
1991-10-31,357.45,276.67,46668.54,205.14,401.14,523.61,9241.39,1875.38,1.76,1340.46,694845.37,1312.57,9097.8,3929005.04,1182.18,268195.39,0.0,1010.14,458.58
1991-11-29,366.3,277.92,47629.39,207.54,415.38,526.1,9466.73,1973.83,1.86,1371.43,740279.07,1343.07,9297.59,4681072.28,1237.14,277075.43,0.0,1022.32,467.16
1991-12-31,353.15,250.28,44151.42,188.75,408.46,478.82,9080.55,1900.64,1.8,1320.95,706524.61,1293.7,8922.83,4586186.24,1171.07,268147.82,0.0,968.54,465.12
1992-01-31,354.1,264.7,44460.3,197.82,415.53,505.93,9182.86,1936.49,1.96,1322.04,708094.87,1294.64,9010.75,4169040.58,1176.58,268166.32,0.0,993.75,472.3
1992-02-28,353.1,268.95,45619.62,200.97,417.51,524.02,9210.34,1926.03,2.08,1327.94,713864.6,1300.46,8995.3,3945745.23,1203.07,271728.1,0.0,1007.19,470.36
1992-03-31,341.7,261.69,45481.28,196.89,406.77,512.89,9913.34,1876.53,2.14,1281.06,691011.21,1254.57,8732.01,3793965.16,1146.58,264928.44,0.0,985.27,444.97
1992-04-30,336.35,257.99,44875.08,189.55,402.03,510.35,9615.68,1838.54,2.22,1261.37,680938.35,1244.75,8595.92,3813916.97,1116.75,261431.71,0.0,963.5,443.16
1992-05-29,337.5,251.28,43087.08,184.53,406.88,491.76,9669.22,1853.57,2.3,1245.65,677051.19,1233.38,8589.73,3765644.78,1119.42,262019.26,0.0,957.33,445.73
1992-06-30,343.4,243.14,43240.65,180.36,410.76,472.08,9838.49,1837.3,2.37,1286.49,699544.42,1259.8,8678.79,3855172.05,1138.72,271351.97,0.0,951.84,459.28
1992-07-31,357.85,246.81,45569.99,186.38,424.57,472.01,10174.5,1929.69,2.53,1343.43,732421.47,1315.57,9043.17,3998228.22,1189.07,282683.01,0.0,989.31,481.89
1992-08-31,340.0,224.5,41899.63,171.54,406.82,428.0,9699.96,1849.33,2.39,1273.8,697878.85,1247.42,8580.97,3695804.22,1123.61,267308.48,0.0,931.74,473.38
1992-09-30,349.0,241.25,41874.13,195.9,435.49,430.99,9903.84,1847.32,2.53,1315.09,715105.26,1287.81,8735.28,3685588.86,1153.38,275448.45,0.0,973.97,487.31
1992-10-30,339.25,254.97,41795.6,217.12,421.0,467.89,9632.52,1958.77,2.68,1272.27,701908.78,1245.94,8597.95,3734205.32,1126.27,266395.37,0.0,1004.77,487.98
1992-11-30,334.2,261.39,41568.03,220.81,429.81,480.27,9425.57,1913.01,2.77,1252.49,689393.29,1227.06,8534.41,3587429.89,1101.86,262380.93,0.0,1005.29,487.78
1992-12-31,332.9,266.67,41576.23,219.88,425.33,487.81,9639.3,1931.47,2.86,1249.82,685837.32,1223.97,8436.23,3611720.35,1108.46,262056.73,0.0,1017.78,484.73
1993-01-29,330.45,264.28,41222.92,222.23,419.45,491.12,9642.39,1953.9,2.92,1243.18,697207.38,1217.51,8426.81,3586616.5,1103.09,266748.94,168.99,1017.39,489.12
1993-02-26,327.6,270.45,38676.62,230.22,409.21,500.15,9885.56,1929.13,3.01,1227.06,683127.01,1201.74,8356.91,3522924.45,1093.51,262379.44,184.61,1027.39,471.03
1993-03-31,337.8,274.97,38817.25,224.38,424.52,504.85,10539.89,1910.62,3.19,1265.76,695490.7,1239.8,8555.5,3509393.16,1130.19,265808.4,227.22,1073.02,477.7
1993-04-30,354.3,281.13,39404.32,225.81,450.83,508.08,11114.5,2024.25,3.45,1332.97,738775.69,1305.42,8930.89,3752160.85,1186.31,281994.9,276.46,1122.06,500.51
1993-05-31,377.45,300.65,40441.07,241.8,479.85,534.98,11780.25,2163.6,3.8,1415.67,784975.04,1386.48,9447.12,3985904.91,1248.53,299838.17,373.86,1198.77,545.14
1993-06-30,378.45,321.12,40416.99,253.4,485.51,571.41,11869.92,2156.97,4.14,1435.8,802263.29,1405.98,9578.44,3986029.79,1270.28,307523.86,397.76,1273.71,573.57
1993-07-30,401.75,354.79,42136.42,270.54,515.38,611.42,12585.46,2362.18,4.62,1500.95,842476.66,1467.19,10112.74,4384188.77,1346.93,323503.49,412.05,1352.69,583.01
1993-08-31,371.55,318.97,38903.5,249.78,490.7,550.14,11702.27,2164.48,4.41,1393.59,785905.52,1364.31,9364.31,4012317.11,1245.61,301068.08,365.36,1255.53,553.89
1993-09-30,355.5,298.71,37736.97,237.71,474.83,508.11,11158.97,2082.96,4.37,1342.53,759562.57,1314.32,9054.49,3868901.21,1192.96,289914.99,365.27,1230.09,555.46
1993-10-29,369.6,318.85,40092.83,248.64,488.82,548.87,11602.67,2139.03,4.78,1387.15,780876.43,1358.18,9368.66,3975044.35,1244.16,298818.96,443.31,1240.38,554.83
1993-11-30,370.9,327.89,40475.44,249.85,496.45,556.54,11630.44,2157.54,5.11,1395.28,785713.13,1366.42,9419.28,4007217.64,1247.02,300630.06,445.57,1251.99,564.16
1993-12-31,391.75,348.19,43592.9,264.79,517.14,580.05,12252.64,2265.51,5.83,1464.95,824654.2,1432.03,9977.89,4226900.8,1316.74,315272.59,486.09,1327.17,575.48
1994-01-31,377.9,335.18,41194.49,252.13,501.23,554.22,11853.7,3287.84,6.61,1417.3,799380.16,1390.06,9617.9,4109174.24,1272.48,305372.29,583.0,1293.3,532.84
1994-02-28,381.55,332.98,39738.5,256.75,515.94,544.92,11967.32,3317.47,7.67,1430.87,818472.87,1403.22,9660.86,4139181.93,1286.17,308235.12,595.84,1324.63,535.31
1994-03-31,389.2,331.04,39991.64,262.17,538.1,548.34,12209.6,3389.28,10.1,1459.66,838754.33,1429.43,9819.84,4253041.37,1316.31,314153.43,683.92,1354.74,555.24
1994-04-29,376.45,317.52,38204.01,248.27,520.05,529.84,11808.3,3269.36,13.01,1411.76,811815.22,1379.95,9479.04,4099915.25,1266.54,304058.8,689.85,1325.28,527.65
1994-05-31,387.6,325.31,40565.69,256.39,537.4,543.63,12159.41,3356.58,12.15,1453.63,838890.91,1423.25,9767.84,4239984.26,1310.26,312377.25,737.25,1407.23,525.03
1994-06-30,388.25,317.59,38004.19,251.55,532.26,515.47,12085.7,3333.18,12.04,1444.9,836010.03,1419.96,9646.97,4237276.26,1301.8,310155.73,767.98,1407.16,527.28
1994-07-29,384.0,313.37,38468.35,249.91,530.73,516.69,12046.48,3310.07,11.99,1440.23,831531.03,1417.34,9611.85,4187886.82,1297.63,308245.86,791.47,1412.22,519.66
1994-08-31,385.75,313.0,38642.41,251.06,529.08,513.05,12100.5,3301.68,13.22,1446.72,838524.06,1416.19,9659.19,4288263.91,1302.36,308812.13,831.36,1383.78,518.16
1994-09-30,394.85,314.77,39077.33,250.38,529.62,508.48,12383.17,3367.98,13.51,1481.04,859191.43,1450.04,9861.13,4292387.84,1333.87,315358.63,1055.99,1408.2,533.57
1994-10-31,383.85,298.37,37215.4,235.41,519.19,482.91,12044.15,3272.81,13.79,1439.94,833411.67,1413.83,9566.98,4185222.57,1292.38,305995.33,1177.37,1344.0,517.24
1994-11-30,383.1,311.1,37909.05,244.77,526.91,508.96,12027.8,3259.91,14.0,1437.18,834629.07,1408.64,9598.69,4202716.47,1305.49,304420.09,1237.93,1361.1,498.51
1994-12-30,383.25,308.79,38236.85,244.97,537.58,501.56,12022.09,3237.01,14.83,1437.69,842383.5,1407.6,9621.49,4243700.49,1306.42,302192.63,1374.9,1358.35,494.07
1995-01-31,374.9,297.3,37096.34,236.16,529.88,478.37,11762.48,3163.56,15.22,1406.02,831153.08,1377.01,9391.24,4141304.54,1274.47,295945.86,1528.1,1324.63,495.11
1995-02-28,376.4,293.58,36397.87,238.19,523.72,467.19,11828.84,3173.47,15.61,1411.69,834384.48,1382.48,9387.41,4172605.37,1281.6,297224.05,1676.22,1355.91,510.44
1995-03-31,392.0,291.35,33868.79,240.67,549.9,441.39,12314.67,3303.15,16.54,1470.24,877296.0,1439.78,9662.8,4395106.18,1337.7,302663.14,1866.35,1401.99,534.42
1995-04-28,389.75,291.51,32746.79,242.19,530.37,445.09,12250.82,3276.78,16.58,1461.8,870311.75,1431.55,9585.9,4369884.8,1331.31,297125.86,1970.6,1409.84,535.52
1995-05-31,384.3,289.94,32529.05,241.92,526.14,448.67,12076.62,3191.8,16.55,1441.39,855643.52,1411.53,9484.52,4358805.28,1314.61,291241.55,1914.2,1414.15,533.9
1995-06-30,387.05,287.07,32860.52,243.29,531.77,445.92,12153.36,3212.94,17.12,1451.67,861959.92,1421.56,9554.32,4270713.82,1319.18,293480.51,1766.52,1407.43,545.99
1995-07-31,383.35,280.74,33750.11,239.58,526.11,439.51,12042.93,3181.92,17.31,1437.79,856403.57,1408.04,9489.82,4234649.87,1304.39,290214.84,1721.02,1387.65,518.53
1995-08-31,382.35,294.95,37451.17,246.83,513.61,461.11,12179.75,3181.07,18.38,1434.12,866595.94,1404.22,9581.69,4204096.17,1299.61,295632.89,1707.71,1398.56,507.84
1995-09-29,384.0,288.98,37881.59,242.62,517.25,441.22,13027.2,3194.3,18.9,1440.23,870144.0,1410.35,9630.71,4232637.23,1306.18,294988.78,1671.49,1402.1,508.74
1995-10-31,382.65,285.63,39124.04,242.51,514.66,434.88,13086.63,3181.7,19.64,1435.13,868997.93,1405.51,9627.47,4218096.81,1300.63,292784.44,1722.25,1395.45,503.02
1995-11-30,387.8,294.55,39373.31,253.55,526.59,455.16,13532.27,3223.24,21.31,1454.44,885540.85,1424.39,9757.04,4357054.35,1319.72,298857.79,1814.25,1422.06,521.59
1995-12-29,387.0,290.67,39920.98,249.27,527.83,445.32,13608.85,3218.83,23.57,1451.44,884875.5,1421.41,9748.53,4261810.79,1317.15,300215.25,1788.83,1410.81,520.23
1996-01-31,405.55,314.78,43359.35,268.4,558.04,490.76,14776.21,3371.66,25.5,1521.01,929317.38,1489.54,10276.63,4416734.02,1378.06,318457.98,1899.24,1480.18,544.51
1996-02-29,400.65,306.5,42136.35,261.71,549.61,480.18,13892.53,3333.85,26.48,1502.64,928105.5,1471.47,10100.38,4439553.79,1362.85,313528.41,1932.22,1550.52,523.93
1996-03-29,396.35,304.48,42330.2,259.65,540.01,471.83,13515.52,3303.1,28.1,1486.51,926467.78,1455.67,9999.91,4365015.66,1347.79,310044.67,1928.04,1576.78,506.65
1996-04-30,391.3,308.65,40990.61,260.77,532.75,487.05,13597.67,3259.57,29.43,1467.44,911532.9,1437.2,9880.32,4336371.4,1331.05,304529.07,1942.35,1691.39,497.65
1996-05-31,390.55,307.01,42218.43,252.07,535.48,489.08,13680.96,3251.52,30.71,1464.7,910957.42,1434.57,9888.32,4300538.79,1327.99,307733.7,1967.01,1702.8,489.1
1996-06-28,382.0,298.59,41899.67,245.86,521.7,478.15,13457.86,3179.04,31.39,1432.69,889105.0,1403.09,9702.8,4207350.33,1297.08,309878.38,1954.06,1654.25,485.33
1996-07-31,385.3,293.51,41121.12,247.45,529.56,461.2,13697.4,3202.11,32.11,1445.07,906032.49,1415.01,9730.74,4240825.43,1310.52,313210.08,2007.22,1736.74,498.51
1996-08-30,386.45,294.9,41968.46,247.25,528.78,462.81,13784.67,3209.97,33.53,1449.38,905065.79,1419.39,9779.11,4275566.27,1313.47,316599.12,2081.43,1734.19,488.37
1996-09-30,379.0,296.14,42211.13,242.42,516.31,475.11,13511.34,3146.34,34.81,1421.44,879848.5,1392.07,9633.23,4180559.69,1288.41,313054.0,2049.06,1719.33,478.96
1996-10-31,379.5,294.25,43164.33,233.05,508.95,477.68,13510.19,3149.85,36.54,1423.31,883665.75,1393.71,9679.14,4136002.02,1290.34,313865.31,2071.12,1780.99,478.5
1996-11-29,371.3,291.75,42253.91,220.97,500.4,483.54,13262.82,3082.23,38.02,1392.52,870698.04,1363.75,9483.18,4119384.01,1262.34,307788.96,2049.02,1711.13,455.86
1996-12-31,369.25,290.49,42858.84,215.77,506.13,495.83,13228.38,3064.18,40.28,1384.98,872353.13,1356.0,9467.57,4068831.26,1252.83,312200.88,2063.74,1727.17,464.87
1997-01-31,345.5,288.68,41943.7,215.6,465.77,491.72,12394.81,2865.37,40.13,1295.8,821080.75,1268.68,8953.63,3863552.33,1174.73,298563.71,1947.41,1577.73,453.23
1997-02-28,358.6,310.07,43279.41,219.8,490.17,528.93,12866.56,2974.73,44.08,1344.86,859743.15,1316.78,9285.94,4007156.37,1216.55,309955.73,2038.1,1607.07,461.99
1997-03-31,348.15,297.45,43104.44,212.03,480.97,501.54,12489.88,2888.08,44.45,1305.77,835907.92,1278.68,9043.19,4172631.5,1182.39,311768.24,1994.55,1539.0,444.13
1997-04-30,340.15,300.81,43168.42,209.63,475.43,501.18,12162.06,2821.37,46.11,1275.73,826564.26,1249.03,8886.42,3964786.96,1154.88,303413.71,1959.6,1512.48,435.14
1997-05-30,345.6,301.56,40272.75,211.25,476.72,488.92,12363.83,2865.75,48.78,1296.21,840671.64,1269.35,8612.35,4029692.97,1171.48,308102.27,1993.42,1544.49,453.96
1997-06-30,334.55,296.89,38282.53,201.02,461.54,487.74,11976.88,2773.65,49.67,1254.76,813457.85,1228.8,8666.51,3903361.2,1137.07,297080.23,1931.52,1517.35,446.54
1997-07-31,326.35,305.23,38639.82,199.3,451.08,493.47,11649.05,2705.54,52.17,1224.01,853404.87,1198.65,10402.4,3812581.83,1107.4,290451.37,1895.93,1504.64,437.99
1997-08-29,325.35,298.45,39136.33,200.61,451.75,482.85,11819.96,2696.63,54.53,1220.26,959782.07,1194.98,11123.71,3805619.3,1105.54,293628.24,1900.21,1526.38,442.95
1997-09-30,332.1,298.75,40094.41,205.58,459.23,482.31,12012.05,2751.41,57.87,1245.54,1085966.52,1219.74,12055.22,3891712.27,1127.48,303688.7,1945.61,1548.42,458.57
1997-10-31,311.4,273.02,37452.06,185.7,438.76,434.84,11324.05,2579.45,57.14,1168.25,1122596.65,1143.74,12775.18,3800638.54,1059.54,300438.49,1836.33,1498.61,441.76
1997-11-28,296.8,266.62,37879.08,176.16,422.49,423.15,11452.01,2457.38,58.06,1113.18,1082577.29,1090.12,11946.19,3646634.9,1009.27,347107.37,1760.76,1441.41,433.73
1997-12-31,290.2,266.06,37733.25,176.38,415.31,423.29,11378.73,2402.74,60.11,1088.39,1594648.73,1065.82,13973.13,3567035.91,987.4,491888.92,1740.47,1412.26,445.37
1998-01-30,304.85,284.48,38654.96,186.45,445.63,449.84,11834.26,2523.7,66.68,1143.37,3200923.46,1119.71,16080.83,3746759.02,1040.3,464591.18,1841.99,1505.04,444.78
1998-02-27,297.4,275.71,37570.53,180.63,423.26,436.46,11702.68,2462.14,68.66,1115.49,2631989.14,1092.32,12817.93,3858168.81,1012.29,485654.04,1798.82,1469.6,436.52
1998-03-31,301.0,284.19,40139.85,179.75,428.08,458.87,11884.23,2492.07,73.16,1128.81,2603650.0,1105.57,11814.25,3906565.97,1025.3,416885.0,1835.5,1516.74,453.86
1998-04-30,310.7,284.81,41052.78,185.83,444.43,466.02,12339.45,2571.94,77.68,1165.22,2508902.11,1141.17,12016.32,4034284.77,1059.49,415250.49,1904.44,1571.05,476.53
1998-05-29,293.6,267.29,40682.66,180.05,427.19,434.12,12235.77,2430.8,75.84,1101.29,3317678.34,1078.42,11858.5,3811807.72,1001.56,413241.79,1811.36,1513.8,468.71
1998-06-30,296.3,272.95,41121.96,177.58,435.74,449.43,12555.7,2453.27,78.93,1111.39,4385237.11,1088.31,12533.48,3847599.48,1010.77,406819.63,1845.8,1745.21,478.44
1998-07-31,288.85,262.35,41704.14,176.56,435.38,430.53,12287.67,2391.65,78.35,1083.39,3798375.57,1060.95,11799.51,3753198.41,989.17,355429.75,1814.27,1773.54,475.63
1998-08-31,273.4,246.34,38601.33,163.27,427.65,395.42,11624.96,2263.75,75.89,1025.66,3062078.91,1004.17,11455.45,3802311.63,932.57,369226.57,2720.33,1756.68,477.72
1998-09-30,293.85,251.03,39998.84,172.91,448.47,406.78,12460.05,2432.49,81.58,1102.23,3144193.43,1079.28,11615.88,4085687.04,1002.03,408671.68,4708.94,1727.84,496.12
1998-10-30,292.3,247.54,34061.7,174.54,452.19,395.83,12381.82,2419.6,84.18,1096.33,2221478.52,1073.59,10740.55,4064597.65,1002.59,385689.59,4881.41,1639.8,469.71
1998-11-30,294.7,254.8,36224.52,178.54,450.74,410.07,12548.32,2439.58,89.44,1105.3,2188147.14,1082.43,10638.67,4091914.06,1006.19,367196.14,5437.21,1676.84,468.67
1998-12-31,287.8,245.08,32463.81,172.98,442.06,395.29,12230.42,2382.67,90.77,1079.54,2288008.45,1057.06,10457.2,3998402.69,981.4,346079.27,6202.08,1693.07,469.19
1999-01-29,285.4,251.3,33186.3,173.73,431.15,405.07,12130.92,2362.48,95.23,1070.39,2554329.13,1048.24,10545.53,3961350.64,974.01,335344.89,6612.72,1728.18,454.24
1999-02-26,287.05,261.48,34058.46,179.18,433.3,415.96,12249.85,2376.49,101.79,1077.15,2536802.65,1054.36,10712.7,3987695.89,981.37,351205.44,6632.28,1778.27,462.24
1999-03-31,279.45,258.85,33095.26,173.11,422.75,413.61,11857.06,2313.85,104.25,1048.02,2424228.33,1026.39,10497.53,3884913.22,953.76,342885.09,6987.64,1728.4,442.52
1999-04-30,286.6,270.89,34209.99,178.01,417.38,436.35,12260.74,2372.76,112.23,1074.89,2317159.82,1052.68,10637.15,3986174.06,986.62,340623.93,7080.45,1749.55,432.41
1999-05-31,268.6,257.55,32714.12,167.53,396.64,409.8,11509.5,2223.58,109.23,1007.38,2168943.82,986.57,9963.71,3736895.46,917.21,318653.4,6639.78,1666.66,413.99
1999-06-30,261.0,253.08,31591.44,165.58,386.31,405.75,11317.3,2160.74,110.15,978.91,1796985.0,958.63,9624.38,3636382.5,890.77,302107.5,6330.55,1575.0,394.32
1999-07-30,255.6,238.81,29333.93,157.78,383.58,381.61,11070.04,2115.7,109.78,958.6,1747664.94,938.79,9509.59,3565108.67,872.82,307614.59,6197.02,1575.39,391.42
1999-08-31,254.8,241.22,27937.54,158.46,380.21,386.05,11075.52,2108.98,113.54,955.63,1955589.91,935.85,9772.85,3557517.43,870.09,300791.39,6391.66,1549.69,399.87
1999-09-30,299.0,280.75,31834.53,181.56,439.38,448.68,13034.9,2475.06,137.96,1121.34,2498145.0,1098.23,12236.57,4184206.0,1020.4,363733.5,7545.26,1794.0,458.17
1999-10-29,299.1,284.56,31214.06,182.28,439.95,455.74,12977.94,2475.89,143.8,1121.71,2041356.5,1098.56,11545.25,4190239.4,1025.91,358770.27,7808.0,1837.97,469.32
1999-11-30,291.35,289.35,29771.58,182.93,429.19,463.51,12649.68,2412.06,150.95,1092.74,2129767.43,1070.13,11361.19,4083559.55,995.37,337747.32,7779.04,1799.09,458.31
1999-12-31,290.25,289.56,29708.54,180.09,421.24,464.6,12630.95,2403.12,157.43,1088.52,2046262.5,1066.06,10906.14,4071772.13,992.89,328795.14,7996.38,1787.21,443.54
2000-01-31,283.3,289.55,30325.83,174.78,410.47,465.69,12360.03,2345.07,158.42,1062.49,2102084.55,1040.56,10613.83,3980928.86,970.25,318287.33,8112.29,1787.76,444.18
2000-02-29,293.65,305.0,32258.91,186.01,426.09,489.93,12806.45,2431.01,168.79,1101.27,2180350.52,1078.52,11192.46,4127836.68,1006.34,332148.87,8427.75,1863.12,478.1
2000-03-31,276.75,289.22,28384.86,173.48,401.79,460.15,12067.68,2291.13,162.99,1037.95,2094997.5,1016.5,10463.92,3891381.75,949.61,305877.94,7931.65,1811.33,455.93
2000-04-28,275.05,301.82,29726.01,175.78,407.54,473.22,12007.98,2277.38,168.0,1031.63,2179769.7,1010.26,10475.27,3869400.65,945.15,305236.52,7819.66,1864.7,471.38
2000-05-31,272.25,293.56,29314.52,182.14,407.75,461.46,12135.81,2253.49,167.86,1021.13,2338627.5,999.97,10673.56,3834369.0,938.45,307506.38,7691.74,1896.22,477.21
2000-06-30,288.15,300.59,30487.7,190.34,426.95,468.56,12872.37,2385.36,178.51,1080.71,2522032.02,1058.35,11302.68,4058015.07,1000.51,321294.32,8088.37,1953.66,479.93
2000-07-31,276.75,298.67,30326.26,184.79,411.2,461.92,12459.28,2291.27,175.86,1038.01,2463075.0,1016.45,11435.31,3899961.0,965.58,309060.56,7710.25,1926.73,477.98
2000-08-31,277.0,311.55,29539.28,190.38,408.49,482.7,12678.29,2293.17,181.37,1038.94,2303255.0,1017.42,11322.38,3911240.0,973.65,307123.75,7693.67,1931.38,479.4
2000-09-29,273.65,310.08,29570.61,185.09,411.73,472.98,12597.47,2265.77,182.12,1026.38,2401277.89,1005.09,11546.66,3889659.71,975.01,305160.66,7602.54,1976.03,505.26
2000-10-31,264.5,312.06,28880.75,182.16,403.97,475.6,12387.86,2189.4,180.61,992.11,2475720.0,971.46,11634.03,3802716.5,988.57,300868.75,7374.79,1999.28,510.42
2000-11-30,269.1,309.13,29809.53,189.83,413.58,467.1,12608.67,2227.53,183.75,1009.37,2565867.1,988.38,11791.95,3901409.68,1017.55,327090.87,7517.03,2083.51,511.79
2000-12-29,274.45,292.31,31342.18,183.73,412.22,444.75,12811.32,2271.73,183.96,1029.32,2655303.28,1008.05,11905.64,3983366.59,1067.61,347179.19,7864.09,2077.59,493.88
2001-01-31,264.5,284.41,30757.38,181.03,397.15,434.84,12271.47,2189.56,179.07,991.98,2499525.0,971.46,11239.93,3847152.5,1018.99,332476.5,7531.37,2055.67,481.61
2001-02-28,266.7,290.02,31282.57,184.92,408.26,446.7,12416.21,2207.82,257.37,1000.23,2627661.27,979.59,11484.1,3884218.09,1035.46,334468.37,7646.29,2060.52,508.78
2001-03-30,257.7,291.52,32294.96,181.27,405.77,444.79,12015.26,2133.16,271.23,966.43,2684589.24,946.53,11595.21,3747988.09,993.43,342998.64,7418.41,2064.2,527.75
2001-04-30,263.15,296.81,32508.22,183.92,404.33,456.54,12323.31,2178.2,298.94,986.92,3052538.87,966.55,12000.95,3833041.48,1023.21,346568.42,7612.92,2109.15,515.17
2001-05-31,267.5,315.6,31784.35,188.3,413.55,479.89,12575.17,2214.1,312.97,1003.23,2975937.5,982.53,12140.49,3921817.5,1039.91,342667.5,7803.51,2146.69,527.72
2001-06-29,270.6,319.63,33749.21,192.41,410.66,486.4,12729.02,2239.67,339.6,1014.86,3082132.33,993.91,12252.76,4017190.13,1054.8,351915.11,7887.17,2181.41,532.57
2001-07-31,265.9,303.89,33206.91,186.58,406.4,459.32,12531.86,2200.85,353.58,997.23,2526049.07,976.65,12151.62,3973741.09,1049.91,345138.07,7804.96,2198.41,524.15
2001-08-31,273.0,300.53,32488.36,188.22,423.18,455.66,12869.22,2259.59,374.15,1023.86,2419462.5,1002.73,12035.2,4093362.0,1163.61,348757.5,8030.56,2301.14,519.01
2001-09-28,293.1,321.84,34916.98,199.43,463.01,473.8,14024.83,2425.93,448.59,1099.42,2845266.83,1076.53,13037.08,4397377.1,1249.28,383814.26,8637.36,2640.18,593.92
2001-10-31,278.75,309.48,34120.39,191.67,442.26,455.17,13377.21,2307.16,443.49,1045.31,2919906.25,1023.85,12462.91,4190170.0,1188.31,360981.25,8287.51,2627.89,552.42
